,category,info_authority,info_display_parents,info_fossil_range,info_grandparent_authority,info_greatgrandparent_authority,info_image,info_image2,info_image2_alt,info_image2_caption,info_image_alt,info_image_caption,info_image_upright,info_image_widt,info_name,info_parent_authority,info_subdivision,info_subdivision_ranks,info_synonyms,info_synonyms_ref,info_taxon,info_type_genus,info_type_genus_authority,info_type_species,info_type_species_authority,ns,pageid,title,views,jp_cloned,jp_skeleton,jurassic,cretaceous,triassic,paleocene,permian
592,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,13396839,Achillesaurus,13.835616438356164,False,False,False,True,False,False,False
533,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,4864800,Mendozasaurus,13.712328767123287,False,False,False,True,False,False,False
819,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Mo ''et al.'', 2017",,", {{Fossil range|73.5}}",,,,,,,,,,,,,,,,,Zhuchengtitan,,,'''''Zhuchengtitan zangjiazhuangensis''''',"Mo ''et al.'', 2017",0,55766525,Zhuchengtitan,13.63013698630137,False,False,False,True,False,False,False
1486,Category:Cretaceous birds of South America|Category:Cretaceous birds of South America|Category:Cretaceous birds of South America,Alvarenga &  1992,,~{{fossilrange|85|70|earliest=86|latest=65}},,,Patagopteryx skeleton.jpg,,,,,Skeleton restoration of '''',,,,,"* {{extinct}}''''
* {{extinct}}",Subgroups,,,Patagopterygiformes,,,,,0,24204365,Patagopterygiformes,13.621917808219179,False,False,False,True,False,False,False
737,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,58949632,Crittendenceratops,13.61917808219178,False,False,False,True,False,False,False
1306,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,", 2002",,", {{fossil range|126}}",,,Liaoceratops BW.jpg,,,,,Restoration,,,''Liaoceratops'',,,,,,Liaoceratops,,,'''''Liaoceratops yanzigouensis''''',"Xu, 2002",0,1993716,Liaoceratops,13.583561643835617,False,False,False,True,False,False,False
502,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,Brett-Surman 1979,,", {{fossil range|85|66}}",,,Hadrosaur museum.jpg,,,,,Reconstructed skeleton,,,,,,,'' australis'',,Secernosaurus,,,{{extinct}}'''''Secernosaurus koerneri''''',Brett-Surman 1979,0,4298220,Secernosaurus,13.578082191780823,False,False,False,True,False,False,False
580,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,3053860,Argyrosaurus,13.520547945205479,False,False,False,True,False,False,False
74,Category:Late Triassic dinosaurs of Africa,,,,,,,,,,,,,,,,,,,,,,,,,0,4317512,Plateosauravus,13.482191780821918,False,False,False,False,True,False,False
46,Category:Late Triassic dinosaurs of South America,Lambert ,,~{{fossil range|227|213}},,,,,,,,,,,''Coloradisaurus'',,* '''''C. brevis''''' {{small|( 1978 [preoccupied by '')}},,,,Coloradisaurus,,,,,0,4313107,Coloradisaurus,13.46027397260274,False,False,False,False,True,False,False
1061,Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4254779,Hungarosaurus,13.443835616438356,False,False,False,True,False,False,False
137,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,3320405,Yandusaurus,13.394520547945206,False,False,True,False,False,False,False
777,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America," ''et al.'', ",,,,,,,,,,,,,,,,,,,Albertadromeus,,,{{extinct}}'''''Albertadromeus syntarsus''''',"Brown ''et al.'', 2013",0,39327481,Albertadromeus,13.372602739726027,False,False,False,True,False,False,False
1368,Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae|Category:Early Cretaceous birds of Asia|Category:Songlingornithidae," & , 2001",,", {{fossil range|125|120}}",,,Yanornis STM9-52.jpg,,,,,Fossil specimen of ''Y. martini'',,,,,"* {{extinct}}'''''Y. martini''''' 
* {{extinct}}'''''Y. guozhangi'''''",Species,"*''Archaeovolans repatriatus'' 
*''Aberratiodontus wui''",,Yanornis,,,{{extinct}}'''''Yanornis martini''''',"Zhou & Zhang, 2001",0,4302533,Yanornis,13.326027397260274,False,False,False,True,False,False,False
449,Category:Late Cretaceous dinosaurs|Category:Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,14,50989801,Category:Late Cretaceous dinosaurs of Asia,13.293150684931506,False,False,False,True,False,False,False
1156,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,"Olshevsky, 1991",,", {{fossilrange|136}}",,,Valdoraptor.jpg,,,,,"Partial left metatarsus of ''Valdoraptor'', from Owen (1858)",,,,,*{{extinct}}'''''Valdoraptor oweni''''',,,,Valdoraptor,,,{{extinct}}''Megalosaurus oweni'',", 1889",0,4291184,Valdoraptor,13.284931506849315,False,False,False,True,False,False,False
591,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America," & , 2006",,,,,Adamantisaurus mezzalirai 2copia.jpg,,,,,Life reconstruction,,,''Adamantisaurus'',,*'''''A. mezzalirai''''',Species,,,Adamantisaurus,,,,,0,4036373,Adamantisaurus,13.276712328767124,False,False,False,True,False,False,False
371,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,"Wang ''et al.'', 2017",,?{{fossilrange|Hettangian}},,,,,,,,,,,,,,,,,Shuangbaisaurus,,,'''''Shuangbaisaurus anlongbaoensis''''',"Wang ''et al.'', 2017",0,53634823,Shuangbaisaurus,13.265753424657534,False,False,True,False,False,False,False
72,Category:Late Triassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,3095926,Agrosaurus,13.254794520547945,False,False,False,False,True,False,False
597,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America," ''et al.'', ",,", {{fossil range|74.5|72.6}}",,,Ziapelta sanjuanensis 0108804 g002.png,,,,,Holotype skull,,,,,,,,,Ziapelta,,,'''''Ziapelta sanjuanensis'''''," ''et al.'', ",0,43947996,Ziapelta,13.235616438356164,False,False,False,True,False,False,False
256,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4903848,Lourinhasaurus,13.210958904109589,False,False,True,False,False,False,False
602,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,"Gates ''et al.'', 2007",,~{{fossilrange|72}},,,Velafrons Skeleton.jpg,,,,,"Reconstructed skeleton, Museo del Desierto, Coahuila, México",,,''Velafrons'',,,,,,Velafrons,,,{{extinct}}'''''Velafrons coahuilensis''''',"Gates ''et al.'', 2007",0,14740560,Velafrons,13.210958904109589,False,False,False,True,False,False,False
926,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4579149,Itemirus,13.191780821917808,False,False,False,True,False,False,False
694,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,"McDonald and Wolfe, 2018",,", {{Fossil range|78}}",,,Invictarx zephyri holotype PeerJ e5435 fig 4.png,,,,,Thoracic s of ''Invitarx zephyri'' (part of the ),1.1,,,,,,,,Invictarx,,,†'''''Invictarx zephyri''''',"McDonald and Wolfe, 2018",0,58262042,Invictarx,13.175342465753424,False,False,False,True,False,False,False
1340,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,4,,,,,,,,,,,,,,,,,,Datanglong,,,{{extinct}}'''''Datanglong guanxiensis''''',"Mo ''et al''., 2014",0,43743744,Datanglong,13.164383561643836,False,False,False,True,False,False,False
1352,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,3417670,Auroraceratops,13.153424657534247,False,False,False,True,False,False,False
1181,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,", 2012",,", {{fossil range|125|120|Early Aptian}}",,,Mantellodon bones NHM.jpg,,,,, specimen,,,,,*'''''Mantellodon carpenteri''''',Species,,,Mantellodon,,,,,0,40220468,Mantellodon,13.134246575342466,False,False,False,True,False,False,False
35,Category:Late Triassic dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,33774167,Pampadromaeus,13.112328767123287,False,False,False,False,True,False,False
1173,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4317361,Ornithopsis,13.084931506849315,False,False,False,True,False,False,False
518,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,31220773,Pamparaptor,13.057534246575342,False,False,False,True,False,False,False
1151,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,", 1971",,{{Fossilrange|Valanginian|Barremian}},,,Yaverlandia bitholus.jpg,,,,,Skull,,,,,* ''Y. bitholus'',,,,Yaverlandia,,,,,0,4245350,Yaverlandia,13.04931506849315,False,False,False,True,False,False,False
1218,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4289946,Aristosuchus,13.016438356164384,False,False,False,True,False,False,False
652,Category:Late Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of Europe,", 1876",,", {{fossilrange|75|{{period start|Paleogene}}|earliest=125}}",,,Paronychodon.png,,,,,Two referred teeth,,,,,"* {{extinct}}'''''P. lacustris''''' 
* {{extinct}}'''''P. caperatus'''''",Species,,,Paronychodon,,,{{extinct}}'''''Paronychodon lacustris''''',"Cope, 1876",0,4290873,Paronychodon,13.0,False,False,False,True,False,False,False
1460,Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa,"Sereno, 2017",,"-, {{fossilrange|112}}",,,,,,,,,,,''Afromimus'',,,,,,Afromimus,,,'''''Afromimus tenerensis''''',"Sereno, 2017",0,55948279,Afromimus,12.978082191780821,False,False,False,True,False,False,False
706,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4480664,Gravitholus,12.95890410958904,False,False,False,True,False,False,False
1076,Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe,"Prieto-Márquez ''et al.'', ",,Early ,,,,,,,,,,,,,,,,,Adynomosaurus,,,{{extinct}}'''''Adynomosaurus arcanus''''',"Prieto-Márquez ''et al.'', 2019",0,59274161,Adynomosaurus,12.956164383561644,False,False,False,True,False,False,False
210,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation," & , ",,", {{fossil_range|155}}",,,Diplodocus 28-12-2007 15-21-37.jpg,,,,,"Mounted skeleton cast, Museum voor Natuurwetenschappen in Brussels, Belgium",1.15,,,,,,,,Kaatedocus,,,{{extinct}}'''''Kaatedocus siberi''''',"Tschopp & Mateus, 2012",0,37934357,Kaatedocus,12.904109589041095,False,False,True,False,False,False,False
281,Category:Late Jurassic dinosaurs of Asia|Category:Late Jurassic dinosaurs of Asia,"Zhao ''et al.'', 2006",2,", {{Fossil range|150.8|145.5}}",,,,,,,,,,,,", 2006",,,,,Xuanhuaceratops,,,{{extinct}}'''''Xuanhuaceratops niei''''',"Zhao ''et al.'', 2006",0,4356860,Xuanhuaceratops,12.901369863013699,False,False,True,False,False,False,False
341,Category:Early Jurassic dinosaurs of South America|Category:Early Jurassic dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,30643880,Leonerasaurus,12.884931506849314,False,False,True,False,False,False,False
119,Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4866125,Piveteausaurus,12.871232876712329,False,False,True,False,False,False,False
267,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,30048643,Duriatitan,12.860273972602739,False,False,True,False,False,False,False
20,Category:Late Triassic dinosaurs,,,,,,,,,,,,,,,,,,,,,,,,,0,31811422,Jaklapallisaurus,12.846575342465753,False,False,False,False,True,False,False
1219,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4289933,Aragosaurus,12.841095890410958,False,False,False,True,False,False,False
274,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4290288,Bothriospondylus,12.816438356164383,False,False,True,False,False,False,False
392,Category:Early Jurassic dinosaurs of Africa|Category:Early Jurassic dinosaurs of Africa|Category:Early Jurassic dinosaurs of Africa,"Haughton, ",,", {{Fossil range|197}}",,,Lycorhinus.jpg,,,,,Cast of holotype UCRC PVC10,,,,,,,*''Lanasaurus'',,Lycorhinus,,,{{extinct}}'''''Lycorhinus angustidens''''',"Haughton, ",0,4905426,Lycorhinus,12.810958904109588,False,False,True,False,False,False,False
152,Category:Middle Jurassic dinosaurs of Asia|Category:Middle Jurassic dinosaurs of Asia,"He, 1984",,,,,Kaijiangosaurus_SW.png,,,,,Speculative life restoration based on other theropods,,,,,,,,,Kaijiangosaurus,,,{{extinct}}'''''Kaijiangosaurus lini''''',"He, 1984",0,4857245,Kaijiangosaurus,12.76986301369863,False,False,True,False,False,False,False
1091,Category:Early Cretaceous dinosaurs of South America|Category:Early Cretaceous dinosaurs of South America," ''et al.'', ",,", {{fossilrange|Valanginian}}",,,,,,,Dorsal vertebrae of the Pilmatueia faundezi holotype,Dorsal vertebrae of the ''Pilmatueia faundezi'' ,,,,,,,,,Pilmatueia,,,{{extinct}}'''''Pilmatueia faundezi''''',"Coria ''et al.'', 2018",0,58350967,Pilmatueia,12.753424657534246,False,False,False,True,False,False,False
69,Category:Late Triassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4589917,Dolichosuchus,12.715068493150685,False,False,False,False,True,False,False
1217,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,27547919,Barilium,12.712328767123287,False,False,False,True,False,False,False
1288,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia," ''et al.'', 2001",,Early Cretaceous,,,Pukyongosaurus.jpg,,,,,Reconstructed skeleton of ''Pukyongosaurus'',,,,,,,,,Pukyongosaurus,,,'''''Pukyongosaurus millenniumi''''',"Dong ''et al.'', 2001",0,4967823,Pukyongosaurus,12.698630136986301,False,False,False,True,False,False,False
286,Category:Late Jurassic dinosaurs of Asia|Category:Late Jurassic dinosaurs of Asia,", 1942",,", {{fossilrange|160}}",,,Sinosaurus at the Beijing Museum of Natural History.jpg,,,,,Szechuanosaurus at the ,,,''Szechuanosaurus'',,"*''Szechuanosaurus campi'' <small>Young, 1942 ()",Species,,,Szechuanosaurus,,,,,0,4377980,Szechuanosaurus,12.61917808219178,False,False,True,False,False,False,False
667,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4469022,Nodocephalosaurus,12.6,False,False,False,True,False,False,False
776,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,"Evans et al., ",,", {{fossilrange|71.5|71}}",,,,,,,,,,,,,,,,,Albertavenator,,,{{extinct}}'''''Albertavenator curriei''''',"Evans et al., 2017",0,54579991,Albertavenator,12.580821917808219,False,False,False,True,False,False,False
1112,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,"Brill & , ",,", {{fossilrange|112}}",,,TheiophytaliaType.jpg,,,,," skull, white parts are reconstructed",,,,,* {{extinct}}'''''T. kerri''''',Species,,,Theiophytalia,,,,,0,7833922,Theiophytalia,12.575342465753424,False,False,False,True,False,False,False
71,Category:Late Triassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,16419662,Asylosaurus,12.567123287671233,False,False,False,False,True,False,False
985,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,", 1968",,", {{fossilrange|83.6}}",,,Aralosaurus skull.png,,,,,Skull of ''Aralosaurus''. Known material white. This is the former reconstruction of ''Aralosaurus'' depicting incorrectly the animal  as a Gryposaur-like Hadrosaurinae.,,,,,,,,,Aralosaurus,,,{{extinct}}'''''Aralosaurus tuberiferus''''',"Rozhdestvensky, 1968",0,3259874,Aralosaurus,12.536986301369863,False,False,False,True,False,False,False
928,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4575907,Hulsanpes,12.523287671232877,False,False,False,True,False,False,False
218,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation,"Dalman, ",,", {{fossil range|155|147}}",,,Fosterovenator.png,,,,,Skeletal restoration,1.15,,,,,,,,Fosterovenator,,,{{extinct}}'''''Fosterovenator churei''''',"Dalman, 2014",0,44742930,Fosterovenator,12.515068493150684,False,False,True,False,False,False,False
898,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,21100859,Minotaurasaurus,12.457534246575342,False,False,False,True,False,False,False
1072,Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe,"Pereda-Suberbiola ''et al.'', ",,~{{fossilrange|66}},,,Arenysaurus.png,,,,,Skull fossils,,,,,,,,,Arenysaurus,,,{{extinct}}'''''Arenysaurus ardevoli''''',"Pereda-Suberbiola ''et al.'', 2009",0,23788666,Arenysaurus,12.446575342465753,False,False,False,True,False,False,False
1458,Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa,,,,,,,,,,,,,,,,,,,,,,,,,0,25217940,Elrhazosaurus,12.441095890410958,False,False,False,True,False,False,False
633,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,4428519,Silvisaurus,12.441095890410958,False,False,False,True,False,False,False
684,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America," ''et al.'', ",,", {{fossilrange|75|66}}",,,Leptorhynchos elegans.jpg,,,,,Foot bones of ''L. elegans'',1.15,,,,"{{extinct}}'''''L. elegans''''' <br>
{{extinct}}'''''L. gaddisi'''''",Species,,,Leptorhynchos,,,{{extinct}}''Leptorhynchos gaddisi'',"Longrich ''et al.'', 2013",0,39204079,Leptorhynchos (dinosaur),12.416438356164383,False,False,False,True,False,False,False
887,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,3492546,Nomingia,12.38082191780822,False,False,False,True,False,False,False
47,Category:Late Triassic dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,28214011,Chromogisaurus,12.364383561643836,False,False,False,False,True,False,False
489,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,Filippi ''et al.'' 2016,,~{{fossil range|86|83}},,,Viavenator.jpg,,,,,Life restoration of ''Viavenator exxoni'',,,''Viavenator'',,,,,,Viavenator,,,{{extinct}}'''''Viavenator exxoni''''',Filippi ''et al.'' 2016,0,49452670,Viavenator,12.364383561643836,False,False,False,True,False,False,False
1153,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,59285102,Volgatitan,12.361643835616439,False,False,False,True,False,False,False
471,Category:Late Cretaceous dinosaurs," & , 1933",,", {{fossilrange|70|latest=66}}",,,Laevisuchus cervical vertebra.png,,,,,Cervical vertebra K20/613 in multiple views,,,,,,,,,Laevisuchus,,,{{extinct}}'''''Laevisuchus indicus'''''," & , 1933",0,4905766,Laevisuchus,12.353424657534246,False,False,False,True,False,False,False
821,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,12491737,Zhejiangosaurus,12.347945205479451,False,False,False,True,False,False,False
980,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,"Nesov ''et al.'', ",,", {{fossil range|99}}",,,,,,,,,,,,,"*{{extinct}}''A. salsopaludalis'' 
*{{extinct}}''A. sulcidens''",Species,,,Asiaceratops,,,'''''Asiaceratops salsopaludalis''''',"Nesov ''et al.'', ",0,4290025,Asiaceratops,12.293150684931506,False,False,False,True,False,False,False
1323,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,"You ''et al.'', 2006",2,,,,Huanghetitan.jpg,,,,,Reconstructed skeletons of ''Huanghetitan'' and '''' (background).,,,''Huanghetitan'',"Lu ''et al.'', 2007","*{{extinct}}'''''H. liujiaxiaensis''''' 
*{{extinct}}'''''H. ruyangensis'''''",,,,Huanghetitan,,,{{extinct}}'''''Huanghetitan liujiaxiaensis''''',"You ''et al.'', 2006",0,7705795,Huanghetitan,12.29041095890411,False,False,False,True,False,False,False
1339,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,21119464,Daxiatitan,12.284931506849315,False,False,False,True,False,False,False
968,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4334668,Borealosaurus,12.27945205479452,False,False,False,True,False,False,False
344,Category:Early Jurassic dinosaurs of North America|Category:Early Jurassic dinosaurs of North America|Category:Early Jurassic dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,26677810,Seitaad,12.257534246575343,False,False,True,False,False,False,False
1282,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4298246,Shamosaurus,12.24931506849315,False,False,False,True,False,False,False
824,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,23445553,Zanabazar junior,12.246575342465754,False,False,False,True,False,False,False
357,Category:Early Jurassic dinosaurs of Europe|Category:Early Jurassic dinosaurs of Europe|Category:Early Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,4898841,Ohmdenosaurus,12.243835616438357,False,False,True,False,False,False,False
1133,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,30071817,Geminiraptor,12.224657534246575,False,False,False,True,False,False,False
379,Category:Early Jurassic dinosaurs of Asia|Category:Early Jurassic dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,4835406,Gongxianosaurus,12.221917808219178,False,False,True,False,False,False,False
191,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation,"McDonald, ",, {{fossilrange|150.8|145.5}},,,Camptosaurus aphanoecetes - IMG 0673.jpg,,,,,Skeleton at the ,1.1,,,,* {{extinct}}'''''U. aphanoecetes''''',Species,,,Uteodon,,,,,0,31075993,Uteodon,12.178082191780822,False,False,True,False,False,False,False
1055,Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe|Category:Late Cretaceous dinosaurs of Europe,,,", {{fossilrange|85|80}}",,,Mochlodon vorosi.png,,,,,Cranial remains of ''Mochlodon vorosi'',,,,,"* {{extinct}}'''''M. suessi''''' 
* {{extinct}}'''''M. vorosi'''''",Species,,,Mochlodon,,,{{extinct}}'''''Iguanodon suessi''''',"Bunzel, 1871",0,4317154,Mochlodon,12.164383561643836,False,False,False,True,False,False,False
19,Category:Late Triassic dinosaurs," ''et al.'', ",,late -earliest ,,,,,,,,,,,''Nambalia'',,*'''''N. roychowdhurii''''',,,,Nambalia,,,,,0,31811266,Nambalia,12.161643835616438,False,False,False,False,True,False,False
79,Category:Late Triassic dinosaurs of Africa,", 1920",,", {{fossilrange|228}}",,,Eucnemesaurus tibia.jpg,,,,,Tibia,,,''Eucnemesaurus'',,"* ''E. fortis'' 
* ''E. entaxonis''",Species,* ''Aliwalia rex'',,Eucnemesaurus,,,,,0,4313397,Eucnemesaurus,12.139726027397261,False,False,False,False,True,False,False
1018,Category:Late Cretaceous birds of Asia|Category:Late Cretaceous birds of Asia|Category:Late Cretaceous birds of Asia|Category:Late Cretaceous birds of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,13864122,Apsaravis,12.09041095890411,False,False,False,True,False,False,False
