,category,info_authority,info_display_parents,info_fossil_range,info_grandparent_authority,info_greatgrandparent_authority,info_image,info_image2,info_image2_alt,info_image2_caption,info_image_alt,info_image_caption,info_image_upright,info_image_widt,info_name,info_parent_authority,info_subdivision,info_subdivision_ranks,info_synonyms,info_synonyms_ref,info_taxon,info_type_genus,info_type_genus_authority,info_type_species,info_type_species_authority,ns,pageid,title,views,jp_cloned,jp_skeleton,jurassic,cretaceous,triassic,paleocene,permian
607,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,"Osborn, 1905",2,", {{Fossil range|68|66}}",,,Tyrannosaurus Rex Holotype.jpg,,,,,Reconstruction of the ''T. rex''  (CM 9380) at the ,1.15,,,,"*{{extinct}}''''?
*{{extinct}}''''?<small>, 2001",Other ,"{{collapsible list|bullets = true
 |title=
|'''''Dinotyrannus''''' 
|'''''Dynamosaurus''''' 
|'''''Manospondylus''''' 
|''''? 
|'''''Stygivenator''''' 
|''''? 
}}
{{collapsible list|bullets = true
 |title=
|''''? 
|''''? 
|''''? 
|''''? 
|''''? 
|''''? 
|''''? 
|''''? 
|'''''Manospondylus gigas''''' 
|'''''Dynamosaurus imperiosus''''' 
|'''''Tyrannosaurus imperiosus''''' 
|''''? 
|''''? 
|''''? 
|''''? 
|''''? 
|'''''Dinotyrannus megagracilis''''' 
|'''''Stygivenator molnari''''' 
}}",,Tyrannosaurus,,,{{extinct}}'''''Tyrannosaurus rex''''',"Osborn, 1905",0,30467,Tyrannosaurus,3958.013698630137,True,False,False,True,False,False,False
834,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,", 1924",,", {{fossil range|75|71}}",,,Velociraptor Wyoming Dinosaur Center.jpg,,,,,Mounted ''V. mongoliensis'' cast at ,,,,,"{{bold species list
| {{extinct}}V. mongoliensis|Osborn, 1924
| {{extinct}}V. osmolskae|Godefroit ''et al.'', 2008}}",Species,*''Dromaeosaurus mongoliensis''?,,Velociraptor,,,{{extinct}}'''''Velociraptor mongoliensis''''',"Osborn, 1924",0,32529,Velociraptor,2909.5534246575344,True,False,False,True,False,False,False
1020,Category:Late Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Late Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Late Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa,", 1915",,- record,,,Spinosaurus in Japan Expo.jpg,,,,,Reconstructed ''Spinosaurus'' skeleton in swimming posture,1.15,,,,,,"*?''Spinosaurus maroccanus'' 
*?''''",,Spinosaurus,,,'''''Spinosaurus aegyptiacus''''',"Stromer, 1915",0,747188,Spinosaurus,1761.5945205479452,True,False,False,True,False,False,False
610,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", 1889",,", {{Geological range|68|66|earliest=70}}",,,LA-Triceratops_mount-2.jpg,,,,,Skeletal mount of a ''T. prorsus'' specimen at the ,,,,,"{{extinct}}''T. horridus'' 
{{extinct}}''T. prorsus''",Species,"{{collapsible list|bullets = true|title=
|''''? 
|''''? 
|''Bison alticornis'' 
|''Sterrholophus'' 
|''''? 
|''Ugrosaurus'' 
|''''? 
|''''? 
|''''? 
|''''? }}",,Triceratops,,,{{extinct}}'''''Ceratops horridus''''',"Marsh, 1889",0,54410,Triceratops,1320.8602739726027,True,False,False,True,False,False,False
198,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation,", 1877",,", {{Fossil range|155|150}}",,,Journal.pone.0138352.g001A.jpg,,,,,"Mounted skeleton of ''S. stenops'' (nicknamed ""Sophie""), , ",,,,,"* {{extinct}}'''''S. ungulatus''''' 
* {{extinct}}'''''S. stenops''''' 
* {{extinct}}'''''S. sulcatus'''''",Species,"* ''Hypsirhophus'' 
* ''Diracodon''",,Stegosaurus,,,{{extinct}}'''''Stegosaurus stenops''''',"Marsh, 1887",0,192790,Stegosaurus,1285.0054794520547,True,False,True,False,False,False,False
229,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation,,,,,,,,,,,,,,,,,,,,,,,,,0,20598015,Brachiosaurus,1272.2602739726028,True,False,True,False,False,False,False
235,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe,"Marsh, 1877",, record,,,Allosaurus SDNHM (1).jpg,,,,,"Mounted ''A. fragilis'' skeleton cast, ",1.15,,,", 1988","{{bold species list
|{{extinct}}A. fragilis|Marsh, 1877
|{{extinct}}A. atrox|Marsh, 1878
|{{extinct}}A. europaeus|Mateus ''et al.'', 2006
|{{extinct}}A. amplus|Marsh, 1879
|{{extinct}}A. lucasi|Dalman, 2014
}}",Species,"{{species list
| , 1870
| Creosaurus ''(A. atrox)''|Marsh, 1878
| , 1878
| Labrosaurus|Marsh, 1879
| |Bakker, 1990
| ?|Chure, 1995
| |Bakker, 1997
| ""Camptonotus"" amplus|Marsh, 1879}}",,Allosaurus,,,{{extinct}}'''''Allosaurus fragilis''''',"Marsh, 1877",0,1347,Allosaurus,1183.3698630136987,True,False,True,False,False,False,False
350,Category:Early Jurassic dinosaurs of North America|Category:Early Jurassic dinosaurs of North America|Category:Early Jurassic dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,444541,Dilophosaurus,1149.6849315068494,True,False,True,False,False,False,False
1137,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,", 1969",,", {{fossil range|115|108}}",,,Deinonychus FMNH.jpg,,,,,"Mounted skeleton cast, ",1.1,,,,,,* '' antirrhopus'',,Deinonychus,,,'''''Deinonychus antirrhopus''''',"Ostrom, 1969",0,236856,Deinonychus,1087.5780821917808,False,False,False,True,False,False,False
238,Category:Dinosaurs of the Morrison Formation|Category:Dinosaurs of the Morrison Formation|Category:Dinosaurs of the Morrison Formation,", 1879",,", {{Geological range|156.3|146.8}}",,,Brontosaurus Yale Peabody cropped.jpg,,,,,"Holotype specimen of ''B. excelsus'' (YPM 1980), ",1.15,,,,"* {{extinct}}'''''Brontosaurus parvus''''' 
* {{extinct}}'''''Brontosaurus yahnahpin'''''",Referred species,"* ''Elosaurus'' 
* ''Eobrontosaurus'' 
* '' excelsus''",,Brontosaurus,,,{{extinct}}'''''Brontosaurus excelsus''''',"Marsh, 1879",0,3635265,Brontosaurus,1077.6164383561643,False,True,False,False,False,False,False
550,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,941270,Giganotosaurus,982.427397260274,False,False,False,True,False,False,False
562,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,,,,,,,,,,,,,,,,,,,,,,,,,0,1251051,Carnotaurus,953.0356164383562,True,False,False,True,False,False,False
276,Category:Late Jurassic dinosaurs of Europe|Category:Jurassic birds|Category:Late Jurassic dinosaurs of Europe|Category:Jurassic birds|Category:Mesozoic birds of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Mesozoic birds of Europe,", 1861<br> ()",2,", {{fossil range|150.8|148.5}}",,,Archaeopteryx lithographica (Berlin specimen).jpg,,,,"Fossil of complete Archaeopteryx, including indentations of feathers on wings and tail",The Berlin ''Archaeopteryx'' specimen (''A. siemensii'').,,,''Archaeopteryx'',,"*{{extinct}}'''''A. siemensii'''''
*{{extinct}}'''''A. albersdoerferi'''''",,"{{collapsible list|bullets = false
|title=
|''Griphosaurus'' 
|''Griphornis'' 
|''Archaeornis'' 
|''Jurapteryx'' 
|''''? 
}}
{{collapsible list|bullets = true
|title=
|''Griphosaurus problematicus'' 
|''Griphornis longicaudatus'' 
|''Griphosaurus longicaudatus'' 
|''Archaeopteryx macrura'' 
|''Archaeopteryx siemensii''? 
|''Archaeornis siemensii'' 
|''Archaeopteryx owenii'' 
|''Archaeopteryx recurva'' 
|''Jurapteryx recurva'' 
|''Archaeopteryx bavarica'' 
|?'''' 
}}",,Archaeopteryx,,,{{extinct}}'''''Archaeopteryx lithographica''''',"Meyer, 1861 (conserved name)",0,2995,Archaeopteryx,898.4410958904109,False,False,True,False,False,False,False
224,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation,", 1878",,", {{Fossilrange|154|152}}",,,CM Diplodocus.jpg,,,,,"Mounted ''D. carnegii'' (or """") skeleton at the ; considered to be the most famous single dinosaur skeleton in the world.",1.15,,,,"*{{extinct}}'''''D. carnegii''''' 
*{{extinct}}'''''D. hallorum'''''",,''Seismosaurus'',,Diplodocus,,,{{extinct}}'''''Diplodocus longus''''',", 1878",0,20597793,Diplodocus,784.5095890410959,False,False,True,False,False,False,False
1111,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America,",  & , 1993",,", {{Fossil range|126|earliest=128.5|latest=123.5}}",,,Utahraptor ostrommaysorum leg.jpg,,,,,Hind leg,,,,,,,,,Utahraptor,,,{{extinct}}'''''Utahraptor ostrommaysi''''',"Kirkland et al, 1993",0,569684,Utahraptor,697.8958904109589,False,False,False,True,False,False,False
769,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,983374,Ankylosaurus,696.6657534246575,True,False,False,True,False,False,False
1216,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,1091918,Baryonyx,690.9205479452055,True,False,False,True,False,False,False
239,Category:Dinosaurs of the Morrison Formation|Category:Dinosaurs of the Morrison Formation|Category:Dinosaurs of the Morrison Formation,", 1877",,", {{Geological range|152|151}}",,,Louisae.jpg,,,,,"Mounted ''A. louisae'' (specimen CM 3018), ",1.1,,,,*{{extinct}}'''''A. louisae''''',Other species,*?'''',,Apatosaurus,,,{{extinct}}'''''Apatosaurus ajax''''',"Marsh, 1877",0,1346,Apatosaurus,656.3835616438356,True,False,False,False,False,False,False
624,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,2232816,Stygimoloch,638.4630136986301,True,False,False,True,False,False,False
654,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", ",,", {{fossil range|76.5|73|latest=66}}",,,FMNH Parasaurolophus fossil.jpg,,,,''P. cyrtocristatus'' skeleton,''P. cyrtocristatus'' skeletal mount at the .,1.15,,,,"*{{extinct}}''P. walkeri'' 
*{{extinct}}''P. tubicen'' 
*{{extinct}}''P. cyrtocristatus'' 
*{{extinct}}''''?",Species,"*''''?
*''Paralophosaurus''",{{sfn|Martin|2014}},Parasaurolophus,,,{{extinct}}'''''Parasaurolophus walkeri''''',"Parks, 1922",0,1973155,Parasaurolophus,628.068493150685,True,False,False,True,False,False,False
658,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America," & , 1943",,", {{Fossil range|70|66}}",,,Pachycephalosaurus_wyomingensis_ROM.jpg,,,,,"Cast of the ""Sandy"" specimen, ",,,,,{{extinct}}'''''Pachycephalosaurus wyomingensis''''',Species,"{{collapsible list|bullets = true|title=
|''Tylosteus ornatus''
|'' wyomingensis''
|''Pachycephalosaurus grangeri''
|''Pachycephalosaurus reinheimeri''
|''''?
|''''?
}}",,Pachycephalosaurus,,,,,0,1670234,Pachycephalosaurus,592.8630136986301,True,False,False,True,False,False,False
581,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America," & , 1993",,", {{fossil range|97|93.5|earliest=97|latest=93.5}}",,,"Argentinosaurus skeleton, PLoS ONE.png",,,,,"Reconstructed skeleton, , , ",,,,,,,,,Argentinosaurus,,,'''''Argentinosaurus huinculensis'''''," & , 1993",0,584992,Argentinosaurus,571.6109589041096,False,False,False,True,False,False,False
226,Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Africa|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Africa|Category:Late Jurassic dinosaurs of North America|Category:Dinosaurs of the Morrison Formation|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Africa,", ",,", {{fossil range|153|148}}",,,Ceratosaurus mount utah museum 1.jpg,,,,Skeleton cast at the Natural History Museum of Utah.,"Cast of a ''Ceratosaurus'' from the , on display at the ",1.15,,,,"* '''''C. nasicornis''''' 
* †'''''?C. dentisulcatus''''' 
* †'''''?C. magnicornis'''''",Species,* '' nasicornis'',,Ceratosaurus,,,,,0,1104822,Ceratosaurus,549.9287671232877,True,False,True,False,False,False,False
1187,Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe|Category:Early Cretaceous dinosaurs of Europe,", 1825",,", {{Fossil range|126|113}}",,,Iguanodon_de_Bernissart_IRSNB_01.JPG,,,,,"''I. bernissartensis'' mounted in modern quadrupedal posture, , Brussels",,,,,"*†''I. anglicus'' 
*†''I. bernissartensis'' 
*†''I. galvensis'' </small>",Species,"*''Hikanodon'' </small>
*''Therosaurus'' 
*''''? </small>",,Iguanodon,,,{{extinct}}'''''Iguanodon bernissartensis''''',", 1881",0,228798,Iguanodon,478.78356164383564,False,False,False,True,False,False,False
11,Category:Mesozoic dinosaurs,,,,,,,,,,,,,,,,,,,,,,,,,0,1214539,Feathered dinosaur,471.8712328767123,False,False,False,False,False,False,False
1030,Category:Late Cretaceous dinosaurs of Africa|Category:Late Cretaceous dinosaurs of Africa|Category:Late Cretaceous dinosaurs of Africa,", 1931",,", {{Fossil range|Cenomanian}}",,,Ultimate Dinosaurs Carcharodontosaurus.jpg,,,,,"Reconstructed ''C. saharicus'' skull, ",,,,,"* {{extinct}}'''''C. saharicus''''' 
* {{extinct}}'''''C. iguidensis'''''",Species,"*'' saharicus'' 
*''Megalosaurus africanus''",,Carcharodontosaurus,,,{{extinct}}'''''Carcharodontosaurus saharicus''''',"(Depéret & Savornin, 1925)",0,1108159,Carcharodontosaurus,467.5835616438356,False,False,False,True,False,False,False
12,Category:Mesozoic dinosaurs|Category:Jurassic birds|Category:Cretaceous birds|Category:Mesozoic birds|Category:Jurassic birds|Category:Cretaceous birds,,,,,,,,,,,,,,,,,,,,,,,,,0,6763404,Origin of birds,443.4246575342466,False,False,True,True,False,False,False
273,Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe|Category:Late Jurassic dinosaurs of Europe,", 1859",,"-,  {{fossil range|150.8|140}}",,,Compy.jpg,,,,,"Reconstruction of a skeleton,  - Thanksgiving Point",1.15,,,", 1875",,,''Compsognathus corallestris'',,Compsognathus,,,{{extinct}}'''''Compsognathus longipes''''',"Wagner, 1859",0,577188,Compsognathus,442.53150684931506,True,False,True,False,False,False,False
1099,Category:Early Cretaceous dinosaurs of South America|Category:Early Cretaceous dinosaurs of South America,"Martill ''et al.'', ",,~{{fossilrange|110}},,,Irritator_challengeri_mount_01.jpg,,,,,"Reconstructed skeleton at the , . The {{Dinogloss|postcranium}} is based on remains that cannot be confidently attributed to the animal.",,,''Irritator'',,"* '''''I. challengeri''''' {{small|Martill ''et al.'', 1996 ()}}",,* '''''Angaturama limai'''''? {{small| & Campos 1996}},,Irritator,,,,,0,895452,Irritator,388.1698630136986,False,False,False,True,False,False,False
120,Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe|Category:Middle Jurassic dinosaurs of Europe,,,,,,,,,,,,,,,,,,,,,,,,,0,513908,Megalosaurus,383.14520547945204,False,False,True,False,False,False,False
846,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,851586,Therizinosaurus,355.1041095890411,False,False,False,True,False,False,False
608,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", ",,", {{fossilrange|77.5|76.5|earliest=77.5|latest=66}}",,,Troodon formosus.jpg,,,,,Illustration of the ''T. formosus'' holotype tooth,,,,", 1924",,,,,Troodon,,,{{extinct}}'''''Troodon formosus''''',"Leidy, 1856",0,417844,Troodon,319.5945205479452,False,False,False,True,False,False,False
728,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,5247268,Dracorex,315.84383561643835,False,False,False,True,False,False,False
849,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,195481,Tarbosaurus,311.14246575342463,False,False,False,True,False,False,False
1450,Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa," ''et al.'', ",, {{Fossilrange|115|105}},,,Nigersaurus mount.jpg,,,,,Reconstructed skeleton in Japan,,,,,,,,,Nigersaurus,,,{{extinct}}'''''Nigersaurus taqueti''''',"Sereno ''et al.'', 1999",0,21491601,Nigersaurus,308.5041095890411,False,False,False,True,False,False,False
874,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia," & , 1923",3,", {{Fossil range|83.5|70.6}}",,,Carnegie Protoceratops andrewsi.jpg,,,,,"Mounted ''P. andrewsi'' skeleton, ",1.1,,,,"* {{extinct}}'''''P. andrewsi''''' 
* {{extinct}}'''''P. hellenikorhinus'''''",Species,,,Protoceratops,,,{{extinct}}'''''Protoceratops andrewsi''''',"Granger & Gregory, 1923",0,1064031,Protoceratops,299.3808219178082,False,False,False,True,False,False,False
774,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,,,,,,,,,,,,,,,,,,,,,,,,,0,1367,Albertosaurus,272.8931506849315,False,False,False,True,False,False,False
1300,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia," ''et al.'', 2000",,", {{fossil range|120}}",,,Microraptor gui holotype.png,,,,,"Fossil specimen, with white arrows pointing at preserved feathers",1.15,,,,"* '''''M. zhaoianus''''' 
* '''''M. gui''''' 
* '''''M. hanqingi'''''",,* ''Cryptovolans'',,Microraptor,,,{{extinct}}'''''Microraptor zhaoianus''''',"Xu ''et al.'', 2000",0,1025693,Microraptor,255.6876712328767,False,False,False,True,False,False,False
623,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", 1913",2,", {{fossil range|75.5|75}}",,,"Torosaurus, is it? (20752673005).jpg",,,,," skeleton, ",,,''Styracosaurus'',,,,,,Styracosaurus,,,'''''Styracosaurus albertensis''''',"Lambe, 1913",0,1792150,Styracosaurus,244.57260273972602,False,False,False,True,False,False,False
947,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,495873,Gallimimus,242.82465753424657,True,False,False,True,False,False,False
186,Category:Late Jurassic dinosaurs|Category:Cretaceous dinosaurs,", 1914",,,,,Coelurosauria.jpg,,,,,"A collection of coelurosaurs: (Clockwise from upper left) GIN 100/42 which may represent '''' or a different , '''' (a feathered ), '''' (a ), '''' (a large carnivorous ), '''' (a small ), '''' (a modern ), '''' (an ), '''' (a winged dromaeosaurid).",1.4,,Coelurosaurians,,"*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''?
*{{extinct}}''''?
*{{extinct}}''''?
*{{extinct}}''''?
*{{extinct}}''''
*{{extinct}}''''
*{{extinct}}''''?
*{{extinct}}''''
*{{extinct}}''''?
*{{extinct}}''''<ref name=""Samanthietal2019"">{{Cite journal |last=Samanthi |first=A. |last2=Chanthasit |first2=P. |last3=Martin Sander |first3=P. |date=May 2019 |title=Two new basal coelurosaurian theropod dinosaurs from the Lower Cretaceous Sao Khua Formation of Thailand
|journal=Acta Palaeontologica Polonica|language=en |doi=10.4202/app.00540.2018}}</ref>
*{{extinct}}''''
*{{extinct}}''''?
*{{extinct}}?
*'''Tyrannoraptora''' 
**{{extinct}}
** 
***{{extinct}}''''?
***{{extinct}}''''
***",Subgroups,,,Coelurosauria,,,,,0,1094274,Coelurosauria,242.34246575342465,False,False,True,True,False,False,False
515,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America,"Carballido ''et al.'', 2017",,{{fossilrange|101.62}},,,FMNH Patagotitan.jpg,,,,,"Reconstructed skeleton on display at the , Chicago, IL",,,,,,,,,Patagotitan,,,'''''Patagotitan mayorum''''',"Carballido ''et al.'', 2017",0,42784269,Patagotitan,237.61917808219178,False,False,False,True,False,False,False
1446,Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa|Category:Early Cretaceous dinosaurs of Africa,,,,,,,,,,,,,,,,,,,,,,,,,0,1317491,Suchomimus,234.4958904109589,False,True,False,True,False,False,False
720,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", ",,", {{fossil range|73|66}}",,,Oxford Edmontosaurus.jpg,,,,,"Mounted cast of a fossil ''E. annectens'' skeleton, ",1.15,,,,*{{extinct}}'''',Other species,"*''Anatosaurus''
*''Anatotitan''
*?''''",,Edmontosaurus,,,{{extinct}}'''',"Lambe, 1917",0,1585380,Edmontosaurus,232.96164383561643,False,False,False,True,False,False,False
1534,Category:Mesozoic birds,,,,,,,,,,,,,,,,,,,,,,,,,0,4577602,Evolution of birds,223.73698630136985,False,False,False,False,False,False,False
1149,Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America|Category:Early Cretaceous dinosaurs of North America," & , 1950",,"  to , {{fossil range|116|110}}",,,Acrocanthosaurus skeleton (1).jpg,,,,,Mounted skeleton (NCSM 14345) at the .,,,,,*'''''A. atokensis''''',Species,"*""Acracanthus""",,Acrocanthosaurus,,,,,0,1108139,Acrocanthosaurus,222.3232876712329,False,False,False,True,False,False,False
519,Category:Late Cretaceous dinosaurs of South America|Category:Late Cretaceous dinosaurs of South America," ''et al''., ",,", () {{fossilrange|100.5|93.9}}",,,Holotype of Oxalaia quilombensis.PNG,,,,"Holotype snout fossil of ''Oxalaia'' in right lateral view, left lateral view, ventral view, and slightly oblique ventral view", snout in multiple views,,,,,,,* ''Oxalaia quilimboensis'',,Oxalaia,,,'''''Oxalaia quilombensis''''',"Kellner ''et al''., 2011",0,31203181,Oxalaia,211.76712328767124,False,False,False,True,False,False,False
53,Category:Late Triassic dinosaurs of North America|Category:Late Triassic dinosaurs of North America|Category:Late Triassic dinosaurs of North America,", 1889",," - , {{fossil range|216|196}}",,,Coelophysis bauri mount.jpg,,,,,Mounted skeleton at the ,,,,,"* {{extinct}}'''''Coelophysis bauri''''' 
* {{extinct}}''''? 
* {{extinct}}''''?",Species,"{{collapsible list|bullets = true
 |title=
|''''? 
|''Longosaurus'' 
|''Rioarribasaurus'' 
|''''? 
|''''? 
|''''? 
}}
{{collapsible list|bullets = true
 |title=
|''Coelurus bauri'' 
|''Tanystropheus bauri'' 
|''Coelurus longicollis'' 
|''Tanystropheus longicollis'' 
|''Coelophysis longicollis'' 
|''Longosaurus longicollis'' 
|''Tanystropheus willistoni'' 
|''Coelophysis willistoni'' 
|''Rioarribasaurus colberti'' 
}}",,Coelophysis,,,{{extinct}}'''''Coelurus bauri''''',"Cope, 1887",0,1091927,Coelophysis,207.55068493150685,False,False,False,False,True,False,False
469,Category:Late Cretaceous dinosaurs,,,,,,,,,,,,,,,,,,,,,,,,,0,4590393,Majungasaurus,202.55342465753424,False,False,False,True,False,False,False
890,Category:Late Cretaceous dinosaurs of Asia|Category:Late Cretaceous dinosaurs of Asia," et al., 2005",,", {{fossilrange|70}}",,,Oviraptorosauria skeleton.jpg,,,,,"Mounted skeleton, Central Museum of Mongolian Dinosaurs, Ulaanbaatar",,,,,* '''''N. barsboldi''''',Species,* ''Nemegtia barsboldi'',,Nemegtomaia,,,,,0,5199283,Nemegtomaia,196.04383561643834,False,False,False,True,False,False,False
707,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America, 1914,3,~{{fossil range|76.6|75.1}},,,Drumheller 150.jpg,,,,,"Skeletal mount, ",1.15,,,,,,"{{collapsible list|bullets = true|title=
|''''? 
|''''? 
|''''? 
|''Laelaps incrassatus'' 
|''''? 
|''Gorgosaurus sternbergi'' 
|'' libratus''? 
}}",,Gorgosaurus,,,{{extinct}}'''''Gorgosaurus libratus''''',Lambe 1914,0,1073845,Gorgosaurus,192.72876712328767,False,False,False,True,False,False,False
613,Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America|Category:Late Cretaceous dinosaurs of North America,", 1891",,", {{Fossil range|earliest=69|68|66}}",,,Ceratopsian.jpg,,,,,"Mounted skeleton (MPM VP6841), ",,,,,"* {{extinct}}''T. latus'' 
* {{extinct}}?''T. utahensis''",Species,* ''? utahensis'',,Torosaurus,,,,,0,683917,Torosaurus,188.4191780821918,False,False,False,True,False,False,False
320,Category:Late Jurassic dinosaurs of Africa|Category:Late Jurassic dinosaurs of Africa|Category:Late Jurassic dinosaurs of Africa,", 1988",,", {{Fossil range|150|145}}",,,Museum für Naturkunde (36556352434).jpg,,,,,"Mounted skeleton, ",,,''Giraffatitan'',,,,"*''Brachiosaurus brancai'' 
*'' fraasi'' </small>",,Giraffatitan,,,{{extinct}}'''''Giraffatitan brancai''''',"(, 1914)",0,3534998,Giraffatitan,184.02739726027397,False,False,True,False,False,False,False
185,Category:Late Jurassic dinosaurs|Category:Jurassic birds|Category:Cretaceous birds|Category:Jurassic birds|Category:Cretaceous birds,", 1986",,", {{Fossil range|167|0|earliest=196}}",,,Falcarius white background.jpg,,,,,Skeleton cast of '''',1.15,,Maniraptorans,,"* {{extinct}}''''
* {{extinct}}''''
* {{extinct}}''''
* {{extinct}}
* {{extinct}}
* ",Subgroups,Metornithes,,Maniraptora,,,,,0,1088440,Maniraptora,172.7068493150685,False,False,True,True,False,False,False
1243,Category:Early Cretaceous dinosaurs of Asia|Category:Early Cretaceous dinosaurs of Asia,,,,,,,,,,,,,,,,,,,,,,,,,0,35323072,Yutyrannus,172.07123287671232,False,False,False,True,False,False,False
